root_id,panel_id,topology_id,routing_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,eligibility,passes_numerical_gate,passes_wt_gate,core_state_json,coordinates_json,calibration_json,observables_json,member_start_ids_json,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_charge_rhs_fmol_equivalent_s,max_abs_charge_residual_fmol,max_abs_current_residual_A,normalized_jacobian_rank,normalized_jacobian_nullity,boundary_hits_json,gate_failures_json,root_search_stage,root_search_start_count,panel_confirmation_start_count,panel_geometry_start_count
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H2.5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H2.5,PLOW_KLOW,AE4NA10,STRICT_NATIVE,1.0,2.0,0.056878,0.2,0.1,2.5,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[11.93292310076912,117.9996922824034,33.75660314793969,6.866394624608171,18.114250029287962,1.3,14.036575200916076,1.1643460451037526,14.424564582918789,0.8532619241738185,0.7763566631010401,0.10118520810410839]","[9.179171615976246,90.76899406338723,5.281842018929362,6.841865805132708,1.3,138.72161221899145,11.507077634368942,8.4326745001691,7.100768488484892,0.10118520810410839]","{""cell_other_impermeant_osmoles_fmol"":190.96007463646131}","{""cl_i_mM"":25.966617806107454,""cl_l_mM"":142.55605985489012,""hco3_i_mM"":4.470309925112092,""k_i_mM"":90.76899406338723,""k_l_mM"":11.507077634368942,""na_i_mM"":9.179171615976246,""na_l_mM"":138.72161221899145,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1659136862936,""osm_lumen_mOsm"":301.21742420841963,""ph_i"":6.841865805132702,""ph_l"":7.100768488484892,""rest_outflow_pL_s"":0.0005926040520541909,""tic_i_mM"":5.281842018929362,""tic_l_mM"":8.4326745001691,""v_apical_mV"":-50.05217826530326,""v_basolateral_mV"":-71.5429810031277,""v_transepithelial_mV"":-21.49080273782444,""volume_i_pL"":1.3,""volume_l_pL"":0.10118520810410839}","[""parent_continuation_00"", ""lower_quartile""]",2.4130003550837387e-11,5.828670879282072e-16,2.4130003550837387e-15,1.56472057533108e-15,2.842170943040401e-14,1.2924697071141057e-26,11,0,[],"[""cl_i_mM=25.9666178 outside [47.1,53.1]"", ""na_i_mM=9.17917162 outside [10,35]"", ""k_i_mM=90.7689941 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H3.5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H3.5,PLOW_KLOW,AE4NA10,STRICT_NATIVE,1.0,2.0,0.056878,0.2,0.1,3.5,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[11.932884886455746,117.99830076209966,33.755334973283006,6.866309341618116,18.11408846932754,1.3,13.988814805798471,1.1604451339234048,14.375522731169813,0.8503844589088025,0.7737372085520637,0.10084667392402041]","[9.179142220350574,90.76792366315358,5.28177641662932,6.841861045644165,1.3,138.71369537023978,11.507024364509073,8.432449240214869,7.100760274481152,0.10084667392402041]","{""cell_other_impermeant_osmoles_fmol"":190.96125338779152}","{""cl_i_mM"":25.965642287140774,""cl_l_mM"":142.5483079590763,""hco3_i_mM"":4.470246904055009,""k_i_mM"":90.76792366315358,""k_l_mM"":11.507024364509073,""na_i_mM"":9.179142220350574,""na_l_mM"":138.71369537023978,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.16467950096,""osm_lumen_mOsm"":301.20147693404004,""ph_i"":6.841861045644158,""ph_l"":7.100760274481152,""rest_outflow_pL_s"":0.0005926717468142857,""tic_i_mM"":5.28177641662932,""tic_l_mM"":8.432449240214869,""v_apical_mV"":-50.0517689163939,""v_basolateral_mV"":-71.54257846423347,""v_transepithelial_mV"":-21.49080954783957,""volume_i_pL"":1.3,""volume_l_pL"":0.10084667392402041}","[""parent_continuation_00"", ""lower_quartile""]",2.948487808074329e-11,7.494005416219807e-16,2.9484878080743293e-15,1.4762496780562628e-15,2.842170943040401e-14,1.9387045606711586e-26,11,0,[],"[""cl_i_mM=25.9656423 outside [47.1,53.1]"", ""na_i_mM=9.17914222 outside [10,35]"", ""k_i_mM=90.7679237 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H5,PLOW_KLOW,AE4NA10,STRICT_NATIVE,1.0,2.0,0.056878,0.2,0.1,5.0,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[11.932856217175104,117.99725687285908,33.754383616660874,6.866245362529697,18.11396726742848,1.3,13.952990868871307,1.1575188881392828,14.33873743563529,0.8482260280856625,0.7717723213752999,0.10059272253397539]","[9.179120167057771,90.76712067143006,5.2817272019459205,6.841857475075353,1.3,138.70775655921489,11.506984391920883,8.43228025565341,7.100754112551839,0.10059272253397539]","{""cell_other_impermeant_osmoles_fmol"":190.96213771077606}","{""cl_i_mM"":25.964910474354518,""cl_l_mM"":142.54249288055956,""hco3_i_mM"":4.470199625879018,""k_i_mM"":90.76712067143006,""k_l_mM"":11.506984391920883,""na_i_mM"":9.179120167057771,""na_l_mM"":138.70775655921489,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1637536769237,""osm_lumen_mOsm"":301.18951408734875,""ph_i"":6.841857475075347,""ph_l"":7.100754112551838,""rest_outflow_pL_s"":0.0005927225339753817,""tic_i_mM"":5.2817272019459205,""tic_l_mM"":8.43228025565341,""v_apical_mV"":-50.05146184532787,""v_basolateral_mV"":-71.54227648977727,""v_transepithelial_mV"":-21.490814644449394,""volume_i_pL"":1.3,""volume_l_pL"":0.10059272253397539}","[""parent_continuation_00"", ""lower_quartile""]",3.967746270427952e-11,8.049116928532385e-16,3.967746270427952e-15,3.4954678040932663e-16,1.4210854715202004e-14,1.9387045606711586e-26,11,0,[],"[""cl_i_mM=25.9649105 outside [47.1,53.1]"", ""na_i_mM=9.17912017 outside [10,35]"", ""k_i_mM=90.7671207 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H6.75:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H6.75,PLOW_KLOW,AE4NA10,STRICT_NATIVE,1.0,2.0,0.056878,0.2,0.1,6.75,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[11.93283887047262,117.99662528064985,33.753808010707,6.866206652117846,18.113893934470635,1.3,13.93131808309781,1.1557484559722473,14.316482976465199,0.8469201725338091,0.770583562604859,0.1004390764916826]","[9.179106823440478,90.76663483126912,5.281697424706035,6.841855314705206,1.3,138.70416345625668,11.506960202565734,8.432178013942043,7.100750384371176,0.1004390764916826]","{""cell_other_impermeant_osmoles_fmol"":190.96267277961314}","{""cl_i_mM"":25.964467700543842,""cl_l_mM"":142.5389746355419,""hco3_i_mM"":4.470171020346102,""k_i_mM"":90.76663483126912,""k_l_mM"":11.506960202565734,""na_i_mM"":9.179106823440478,""na_l_mM"":138.70416345625668,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.16319353350804,""osm_lumen_mOsm"":301.18227630830637,""ph_i"":6.841855314705199,""ph_l"":7.1007503843711754,""rest_outflow_pL_s"":0.0005927532637715019,""tic_i_mM"":5.281697424706035,""tic_l_mM"":8.432178013942043,""v_apical_mV"":-50.05127606156931,""v_basolateral_mV"":-71.54209378461404,""v_transepithelial_mV"":-21.49081772304473,""volume_i_pL"":1.3,""volume_l_pL"":0.1004390764916826}","[""parent_continuation_00"", ""lower_quartile""]",2.1947504577624066e-11,4.85722573273506e-16,2.1947504577624066e-15,5.811323644522304e-16,1.4210854715202004e-14,1.1309109937248425e-26,11,0,[],"[""cl_i_mM=25.9644677 outside [47.1,53.1]"", ""na_i_mM=9.17910682 outside [10,35]"", ""k_i_mM=90.7666348 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H8:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_HWQ_H8,PLOW_KLOW,AE4NA10,STRICT_NATIVE,1.0,2.0,0.056878,0.2,0.1,8.0,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[11.932831125542902,117.99634329460612,33.75355102089728,6.866189368976736,18.1138611933069,1.3,13.921642363430541,1.1549580274778364,14.30654755420418,0.8463371676757997,0.7700528367041998,0.10037047936503836]","[9.179100865802232,90.76641791892779,5.2816841299821045,6.841854350157709,1.3,138.7025592734173,11.506949401699663,8.432132366308105,7.100748719860217,0.10037047936503836]","{""cell_other_impermeant_osmoles_fmol"":190.9629116759282}","{""cl_i_mM"":25.964270016074828,""cl_l_mM"":142.5374038732301,""hco3_i_mM"":4.470158248763912,""k_i_mM"":90.76641791892779,""k_l_mM"":11.50694940169966,""na_i_mM"":9.179100865802232,""na_l_mM"":138.7025592734173,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.16294345073175,""osm_lumen_mOsm"":301.17904491465515,""ph_i"":6.8418543501577025,""ph_l"":7.100748719860216,""rest_outflow_pL_s"":0.0005927669840613659,""tic_i_mM"":5.2816841299821045,""tic_l_mM"":8.432132366308105,""v_apical_mV"":-50.051193116373625,""v_basolateral_mV"":-71.54201221268609,""v_transepithelial_mV"":-21.490819096312467,""volume_i_pL"":1.3,""volume_l_pL"":0.10037047936503836}","[""parent_continuation_00"", ""lower_quartile""]",3.428789370485408e-11,1.8041124150158794e-16,3.4287893704854078e-15,4.631711680858075e-16,2.55351295663786e-15,2.1002632740604218e-26,11,0,[],"[""cl_i_mM=25.96427 outside [47.1,53.1]"", ""na_i_mM=9.17910087 outside [10,35]"", ""k_i_mM=90.7664179 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H1:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H1,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[26.43361840171804,105.07073802625654,33.30593059607055,7.910863729095036,20.136663625959176,1.3,14.35834583780782,1.0753007520015014,14.584613602736695,0.9293686764847271,0.8490329870726246,0.1027172184267139]","[20.333552616706182,80.82364463558194,6.0852797916115655,6.901269683756337,1.3,139.78518945245904,10.468554040612977,9.047837263504247,7.120387472584117,0.1027172184267139]","{""cell_other_impermeant_osmoles_fmol"":188.80179781274452}","{""cl_i_mM"":25.619946612361964,""cl_l_mM"":141.98801161211782,""hco3_i_mM"":5.253059090996986,""k_i_mM"":80.82364463558194,""k_l_mM"":10.468554040612975,""na_i_mM"":20.333552616706182,""na_l_mM"":139.78518945245904,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17149889683435,""osm_lumen_mOsm"":301.28959236869406,""ph_i"":6.901269683756014,""ph_l"":7.1203874725841185,""rest_outflow_pL_s"":0.0005434436853427787,""tic_i_mM"":6.0852797916115655,""tic_l_mM"":9.047837263504247,""v_apical_mV"":-49.92383979326152,""v_basolateral_mV"":-69.53207107511669,""v_transepithelial_mV"":-19.60823128185517,""volume_i_pL"":1.3,""volume_l_pL"":0.1027172184267139}","[""frozen_reference"", ""lower_quartile"", ""upper_quartile""]",2.467644144577008e-12,2.220446049250313e-16,2.467644144577008e-16,1.2750217548429532e-16,1.4210854715202004e-14,2.4233807008389483e-26,11,0,[],"[""cl_i_mM=25.6199466 outside [47.1,53.1]"", ""k_i_mM=80.8236446 outside [100,160]""]",STRICT_H1_PUMP1,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H2.5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H2.5,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,2.5,HW,DIAGNOSTIC_ONLY_HW_HYDRAULIC_TRANSFER,True,False,"[26.43279135269225,105.06575118345465,33.30078712274749,7.910464386429526,20.13599320745457,1.3,14.35462536186366,1.0753255103779806,14.581044712039223,0.9292394352829035,0.8489061602024164,0.1027188506512933]","[20.332916425147882,80.81980860265742,6.084972604945789,6.901252737329061,1.3,139.74674824384755,10.468628723548141,9.04643528808024,7.120336438327431,0.1027188506512933]","{""cell_other_impermeant_osmoles_fmol"":188.8054308621762}","{""cl_i_mM"":25.615990094421143,""cl_l_mM"":141.95101112977298,""hco3_i_mM"":5.252766024732217,""k_i_mM"":80.81980860265742,""k_l_mM"":10.468628723548141,""na_i_mM"":20.332916425147882,""na_l_mM"":139.74674824384755,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1655576211539,""osm_lumen_mOsm"":301.2128233852489,""ph_i"":6.901252737328741,""ph_l"":7.12033643832743,""rest_outflow_pL_s"":0.0005437701302586584,""tic_i_mM"":6.084972604945789,""tic_l_mM"":9.04643528808024,""v_apical_mV"":-49.9213024809466,""v_basolateral_mV"":-69.53017340829633,""v_transepithelial_mV"":-19.608870927349738,""volume_i_pL"":1.3,""volume_l_pL"":0.1027188506512933}","[""frozen_reference"", ""continuation_00"", ""lower_quartile""]",2.5039649173552725e-11,1.1102230246251565e-16,2.5039649173552725e-15,4.163336342344337e-16,2.842170943040401e-14,2.261821987449685e-26,11,0,[],"[""cl_i_mM=25.6159901 outside [47.1,53.1]"", ""k_i_mM=80.8198086 outside [100,160]""]",DIAGNOSTIC_HYDRAULIC_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H3.5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H3.5,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,3.5,HW,DIAGNOSTIC_ONLY_HW_HYDRAULIC_TRANSFER,True,False,"[26.432633639702242,105.06480051490566,33.299806559157695,7.91038824962114,20.13586538950536,1.3,14.353916199940922,1.0753302269186613,14.580364442810854,0.9292147987644951,0.8488819840487315,0.10271916189531176]","[20.332795107463262,80.8190773191582,6.0849140381701075,6.901249506426651,1.3,139.73942091320797,10.468642919951051,9.046168033492354,7.120326709680056,0.10271916189531176]","{""cell_other_impermeant_osmoles_fmol"":188.8061237190738}","{""cl_i_mM"":25.61523581473669,""cl_l_mM"":141.94395839863566,""hco3_i_mM"":5.252710150355359,""k_i_mM"":80.8190773191582,""k_l_mM"":10.468642919951051,""na_i_mM"":20.332795107463262,""na_l_mM"":139.73942091320797,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1644251403543,""osm_lumen_mOsm"":301.19819026528705,""ph_i"":6.90124950642633,""ph_l"":7.120326709680057,""rest_outflow_pL_s"":0.0005438323790623506,""tic_i_mM"":6.0849140381701075,""tic_l_mM"":9.046168033492354,""v_apical_mV"":-49.92081883486178,""v_basolateral_mV"":-69.52981165470267,""v_transepithelial_mV"":-19.60899281984089,""volume_i_pL"":1.3,""volume_l_pL"":0.10271916189531176}","[""frozen_reference"", ""continuation_00"", ""lower_quartile""]",4.953828146303518e-11,2.220446049250313e-16,4.953828146303518e-15,1.3704315460216776e-16,2.3314683517128287e-15,2.5849394142282115e-26,11,0,[],"[""cl_i_mM=25.6152358 outside [47.1,53.1]"", ""k_i_mM=80.8190773 outside [100,160]""]",DIAGNOSTIC_HYDRAULIC_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H5,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,5.0,HW,DIAGNOSTIC_ONLY_HW_HYDRAULIC_TRANSFER,True,False,"[26.432515317136726,105.06408734659236,33.299070956803355,7.9103311319705885,20.135769500980896,1.2999999999999998,14.353384223403722,1.0753337644623517,14.579854139855062,0.9291963173497413,0.8488638480110118,0.10271939540069508]","[20.332704090105178,80.81852872814798,6.084870101515838,6.901247082616628,1.2999999999999998,139.73392432279246,10.468653561166455,9.045967548047441,7.120319411546797,0.10271939540069508]","{""cell_other_impermeant_osmoles_fmol"":188.80664353998105}","{""cl_i_mM"":25.614669966771814,""cl_l_mM"":141.9386677947328,""hco3_i_mM"":5.252668233588928,""k_i_mM"":80.81852872814798,""k_l_mM"":10.468653561166455,""na_i_mM"":20.332704090105178,""na_l_mM"":139.73392432279246,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1635756096032,""osm_lumen_mOsm"":301.1872132267392,""ph_i"":6.901247082616307,""ph_l"":7.120319411546798,""rest_outflow_pL_s"":0.0005438790801390148,""tic_i_mM"":6.084870101515838,""tic_l_mM"":9.045967548047441,""v_apical_mV"":-49.92045602702524,""v_basolateral_mV"":-69.5295402778463,""v_transepithelial_mV"":-19.60908425082105,""volume_i_pL"":1.2999999999999998,""volume_l_pL"":0.10271939540069508}","[""continuation_00"", ""lower_quartile""]",6.121947566939401e-11,1.1379786002407855e-15,6.121947566939401e-15,3.0747973611688906e-15,1.4210854715202004e-14,1.454028420503369e-26,11,0,[],"[""cl_i_mM=25.61467 outside [47.1,53.1]"", ""k_i_mM=80.8185287 outside [100,160]""]",DIAGNOSTIC_HYDRAULIC_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H6.75:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H6.75,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,6.75,HW,DIAGNOSTIC_ONLY_HW_HYDRAULIC_TRANSFER,True,False,"[26.43244372354242,105.06365585430805,33.298625887998945,7.910296573055494,20.135711483906675,1.3,14.35306236669025,1.0753359045153692,14.579545396010676,0.9291851355588338,0.8488528751949407,0.10271953668716494]","[20.332649018109553,80.81819681100619,6.0848435177349955,6.90124561609742,1.3,139.73059877015294,10.46865999591035,9.0458462482039,7.120314995940622,0.10271953668716494]","{""cell_other_impermeant_osmoles_fmol"":188.8069580737409}","{""cl_i_mM"":25.614327606153033,""cl_l_mM"":141.93546686657152,""hco3_i_mM"":5.252642871960312,""k_i_mM"":80.81819681100619,""k_l_mM"":10.46865999591035,""na_i_mM"":20.332649018109553,""na_l_mM"":139.73059877015294,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.16306162511216,""osm_lumen_mOsm"":301.1805718808387,""ph_i"":6.9012456160971,""ph_l"":7.120314995940622,""rest_outflow_pL_s"":0.0005439073374329861,""tic_i_mM"":6.0848435177349955,""tic_l_mM"":9.0458462482039,""v_apical_mV"":-49.92023652017921,""v_basolateral_mV"":-69.529376085932,""v_transepithelial_mV"":-19.60913956575279,""volume_i_pL"":1.3,""volume_l_pL"":0.10271953668716494}","[""continuation_00"", ""lower_quartile""]",1.5677563414140394e-10,1.8041124150158794e-16,1.5677563414140394e-14,2.2811613709095013e-16,1.4210854715202004e-14,3.877409121342317e-26,11,0,[],"[""cl_i_mM=25.6143276 outside [47.1,53.1]"", ""k_i_mM=80.8181968 outside [100,160]""]",DIAGNOSTIC_HYDRAULIC_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H8:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H8,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,8.0,HW,DIAGNOSTIC_ONLY_HW_HYDRAULIC_TRANSFER,True,False,"[26.432411758291494,105.0634632069357,33.29842717835381,7.910281143439145,20.135685580928527,1.299999999999995,14.35291867000761,1.0753368599102326,14.579407553698534,0.9291801432798036,0.8488479762193077,0.10271959976881678]","[20.332624429455073,80.81804862072008,6.0848316487993666,6.901244961339533,1.299999999999995,139.72911403773608,10.468662867947419,9.045792091976983,7.120313024524159,0.10271959976881678]","{""cell_other_impermeant_osmoles_fmol"":188.80709850863775}","{""cl_i_mM"":25.614174752579956,""cl_l_mM"":141.9340377738163,""hco3_i_mM"":5.252631548692387,""k_i_mM"":80.81804862072008,""k_l_mM"":10.46866286794742,""na_i_mM"":20.332624429455073,""na_l_mM"":139.72911403773608,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.16283215050726,""osm_lumen_mOsm"":301.1776067714768,""ph_i"":6.901244961339213,""ph_l"":7.120313024524159,""rest_outflow_pL_s"":0.0005439199537633554,""tic_i_mM"":6.0848316487993666,""tic_l_mM"":9.045792091976983,""v_apical_mV"":-49.92013851863182,""v_basolateral_mV"":-69.52930277972783,""v_transepithelial_mV"":-19.609164261096005,""volume_i_pL"":1.299999999999995,""volume_l_pL"":0.10271959976881678}","[""continuation_00"", ""lower_quartile""]",1.3064636178450328e-11,2.6131874442114622e-14,1.3064636178450328e-15,7.535118362600457e-14,4.440892098500626e-16,3.2311742677852644e-26,11,0,[],"[""cl_i_mM=25.6141748 outside [47.1,53.1]"", ""k_i_mM=80.8180486 outside [100,160]""]",DIAGNOSTIC_HYDRAULIC_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_HWQ_H2.5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_HWQ_H2.5,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,2.5,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[26.432791352692853,105.06575118344513,33.300787122755835,7.9104643864334125,20.13599320743731,1.3,14.126655039380115,1.0582479275644319,14.349478552599614,0.9144818913962302,0.8354244143449339,0.10108754026051715]","[20.332916425148348,80.8198086026501,6.084972604948779,6.9012527373279875,1.3,139.74674824388535,10.468628723551632,9.046435288062986,7.1203364383224965,0.10108754026051715]","{""cell_other_impermeant_osmoles_fmol"":188.80543086217287}","{""cl_i_mM"":25.615990094427566,""cl_l_mM"":141.95101112974893,""hco3_i_mM"":5.252766024733031,""k_i_mM"":80.8198086026501,""k_l_mM"":10.468628723551632,""na_i_mM"":20.332916425148348,""na_l_mM"":139.74674824388535,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1655576211539,""osm_lumen_mOsm"":301.2128233852489,""ph_i"":6.901252737327667,""ph_l"":7.120336438322497,""rest_outflow_pL_s"":0.0005437701302585737,""tic_i_mM"":6.084972604948779,""tic_l_mM"":9.046435288062986,""v_apical_mV"":-49.92130248093506,""v_basolateral_mV"":-69.53017340829489,""v_transepithelial_mV"":-19.60887092735982,""volume_i_pL"":1.3,""volume_l_pL"":0.10108754026051715}","[""parent_continuation_00"", ""lower_quartile""]",2.5039649173552725e-11,4.0245584642661925e-16,2.5039649173552725e-15,3.0184188481996443e-16,6.661338147750939e-16,2.4233807008389483e-26,11,0,[],"[""cl_i_mM=25.6159901 outside [47.1,53.1]"", ""k_i_mM=80.8198086 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_HWQ_H3.5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_HWQ_H3.5,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,3.5,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[26.432633639708932,105.0648005149124,33.29980655916275,7.910388249622577,20.135865389513764,1.2999999999999965,14.082506122359797,1.0549974162594462,14.304672583559752,0.9116448020371614,0.8328309550594937,0.1007769033986604]","[20.332795107468463,80.81907731916361,6.084914038171229,6.901249506427024,1.2999999999999965,139.73942091325455,10.468642919955705,9.046168033471046,7.120326709676458,0.1007769033986604]","{""cell_other_impermeant_osmoles_fmol"":188.80612371905278}","{""cl_i_mM"":25.615235814740643,""cl_l_mM"":141.94395839860564,""hco3_i_mM"":5.2527101503569416,""k_i_mM"":80.81907731916361,""k_l_mM"":10.468642919955705,""na_i_mM"":20.332795107468463,""na_l_mM"":139.73942091325455,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.16442514035424,""osm_lumen_mOsm"":301.19819026528694,""ph_i"":6.901249506426703,""ph_l"":7.1203267096764575,""rest_outflow_pL_s"":0.0005438323790622744,""tic_i_mM"":6.084914038171229,""tic_l_mM"":9.046168033471046,""v_apical_mV"":-49.92081883485182,""v_basolateral_mV"":-69.52981165470538,""v_transepithelial_mV"":-19.608992819853558,""volume_i_pL"":1.2999999999999965,""volume_l_pL"":0.1007769033986604}","[""parent_continuation_00"", ""lower_quartile""]",4.432760582206985e-11,1.8790524691780774e-14,4.432760582206985e-15,5.3305450331553317e-14,1.4210854715202004e-14,2.908056841006738e-26,11,0,[],"[""cl_i_mM=25.6152358 outside [47.1,53.1]"", ""k_i_mM=80.8190773 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_HWQ_H5:B00,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_HWQ_H5,PLOW_KLOW,AE4NA20,STRICT_NATIVE,1.0,1.0,0.056878,0.2,0.2,5.0,HWQ,DIAGNOSTIC_ONLY_HWQ_HYDRAULIC_TRANSFER,True,False,"[26.432515317137202,105.06408734657875,33.29907095681479,7.910331131975947,20.13576950095631,1.3,14.04939079050922,1.0525590377862546,14.271064251546367,0.9095166673114362,0.830885576749107,0.10054387908013891]","[20.33270409010554,80.8185287281375,6.084870101519959,6.901247082615106,1.3,139.7339243228431,10.46865356117112,9.045967548024501,7.120319411540101,0.10054387908013891]","{""cell_other_impermeant_osmoles_fmol"":188.80664353997747}","{""cl_i_mM"":25.614669966780607,""cl_l_mM"":141.93866779470042,""hco3_i_mM"":5.252668233589983,""k_i_mM"":80.8185287281375,""k_l_mM"":10.468653561171118,""na_i_mM"":20.33270409010554,""na_l_mM"":139.7339243228431,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1635756096032,""osm_lumen_mOsm"":301.1872132267392,""ph_i"":6.901247082614786,""ph_l"":7.120319411540101,""rest_outflow_pL_s"":0.0005438790801389065,""tic_i_mM"":6.084870101519959,""tic_l_mM"":9.045967548024501,""v_apical_mV"":-49.92045602700954,""v_basolateral_mV"":-69.52954027784409,""v_transepithelial_mV"":-19.609084250834552,""volume_i_pL"":1.3,""volume_l_pL"":0.10054387908013891}","[""parent_continuation_00"", ""lower_quartile""]",6.121947566939401e-11,3.469446951953614e-16,6.121947566939401e-15,1.1622647289044608e-16,4.440892098500626e-16,1.1309109937248425e-26,11,0,[],"[""cl_i_mM=25.61467 outside [47.1,53.1]"", ""k_i_mM=80.8185287 outside [100,160]""]",DIAGNOSTIC_HWQ_REROOT,3,0,0
