ae4_expression,calcium_uM,candidate_id,capacities_refitted_after_freeze,condition,max_dimensionless_conservation_ratio,maximum_flow_pL_s,mean_0_600_pL_s,message,minimum_flow_pL_s,numerical_gate_pass,paired_numerical_gate_pass,root_id,routing_family,secretion_ratio,secretion_reduction,solver_success,source,source_path,source_sha256,status,target_share,total_0_600_pL
0.05,0.1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,1.0658141036401503e-05,0.0014895939195695097,0.0013945967980207965,The solver successfully reached the end of the integration interval.,0.0010617320818342242,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.163179701753124,-0.16317970175312402,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00_ca0.10_AE4_5pct_production_radau.json,6d995519040be28c044dd8d32d1d88ce147c6307cb10131d6a1fd4d73af0dca3,COMPLETE,,0.8367580788124779
0.05,0.25,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,2.622034533938944e-05,0.002113178568941418,0.0016438837417949725,The solver successfully reached the end of the integration interval.,0.0010617320818342242,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.202714141279223,-0.20271414127922305,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00_ca0.25_AE4_5pct_production_radau.json,7918090941054769c027631e52af2e46f2349b046749da4b96dee85a6f3b1197,COMPLETE,,0.9863302450769835
0.05,0.5,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,3.508304757815495e-05,0.00240566799760642,0.0017138951241307617,The solver successfully reached the end of the integration interval.,0.0010617320818342242,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.2133051855608012,-0.21330518556080125,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00_ca0.50_AE4_5pct_production_radau.json,aaa4bcd778f0777472ebb49ab6497211bad13029c23d17cef11435b7c61e1627,COMPLETE,,1.028337074478457
0.05,0.1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.00044764192352886306,0.0014806096980547136,0.001385152497350483,The solver successfully reached the end of the integration interval.,0.000977162239301274,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.2066926575858905,-0.2066926575858905,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.8310914984102898
0.05,0.25,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0005417888360170764,0.0023527436428258026,0.0018201469034750954,The solver successfully reached the end of the integration interval.,0.000977162239301274,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.4001682196562557,-0.4001682196562557,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,1.0920881420850572
0.05,0.5,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0005115907697472721,0.0028050656592610995,0.0019699106127321077,The solver successfully reached the end of the integration interval.,0.000977162239301274,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.4616459437595468,-0.4616459437595468,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,1.1819463676392645
0.05,0.1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0026327607933914333,0.0019614230945053934,0.0016513455785572653,The solver successfully reached the end of the integration interval.,0.0012652652450051733,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.4630343502804992,-0.4630343502804992,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.9908073471343591
0.05,0.25,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.006141816048206231,0.0030562463919808023,0.0019478752222895272,The solver successfully reached the end of the integration interval.,0.0012652652450051733,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.546063939686364,-0.546063939686364,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.1687251333737163
0.05,0.5,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.007369016035111075,0.003561691459166716,0.00203602756428346,The solver successfully reached the end of the integration interval.,0.0012652652450051733,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.5717020421723749,-0.5717020421723749,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.221616538570076
0.05,0.1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.0003055333763768431,0.0016770152338389382,0.0016069399133362436,The solver successfully reached the end of the integration interval.,0.0011806534396574199,True,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,1.1249328872849826,-0.12493288728498264,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,6d64c31fa7f6233e18a0525e15f37953aaae222e56bf8d977b2eecffa5a10961,COMPLETE,,0.9641639480017462
