alk_i_fmol,alk_l_fmol,apical_current_fmol_charge_s,basolateral_current_fmol_charge_s,cl_i_fmol,cl_l_fmol,include_in_rhs_sum,k_i_fmol,k_l_fmol,na_i_fmol,na_l_fmol,pathway,root_id,tic_i_fmol,tic_l_fmol,volume_i_pL,volume_l_pL
0.0,0.0,-0.2796721916402582,0.0,-0.2796721916402582,0.2796721916402582,True,0.0,0.0,0.0,0.0,CaCC,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.12310996483670356,-0.12310996483670356,0.0,0.0,True,0.0,0.0,0.0,0.12310996483670356,paracellular_Na,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.00178492847933639,-0.00178492847933639,0.0,0.0,True,0.0,0.00178492847933639,0.0,0.0,paracellular_K,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.1066498138217232,-0.1066498138217232,0.0,-0.1066498138217232,True,0.0,0.0,0.0,0.0,paracellular_Cl,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.004908182751862624,-0.004908182751862624,0.004908182751862624,0.0,0.0,True,0.0,0.0,0.0,0.0,paracellular_HCO3,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.004908182751862624,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_basolateral,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.007666394380957123,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_apical,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,-0.0008539135697588207,0.0008539135697588207,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,water,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,2.749536709423239e-16,1.0885389811754465e-16
0.0,-0.004908182751950998,0.0,0.0,0.0,-0.17302237781850627,True,0.0,-0.02093647858588851,0.0,-0.15699408198456874,lumen_outflow,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,-0.005762096321590745,0.0,0.0
0.1359772229644279,0.0,0.0,0.0,-0.06798861148221395,0.0,True,0.0,0.0,0.06798861148221395,0.0,AE4_Na_branch,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.1359772229644279,0.0,0.0,0.0
-0.14479260914977576,0.0,0.0,0.0,0.07239630457488788,0.0,True,-0.07239630457488788,0.0,0.0,0.0,AE4_K_branch,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,-0.14479260914977576,0.0,0.0,0.0
-0.008815386185347857,0.0,0.0,0.0,0.004407693092673928,0.0,False,-0.07239630457488788,0.0,0.06798861148221395,0.0,AE4_total,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,-0.008815386185347857,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.23151903437493176,0.0,True,0.11575951718746588,0.0,0.11575951718746588,0.0,NKCC1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.001879082504537062,0.0,0.0,0.0,-0.001879082504537062,0.0,True,0.0,0.0,0.0,0.0,AE2,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.001879082504537062,0.0,0.0,0.0
0.006936303680671409,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.006936303680671409,0.0,NHE1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.003905754658615089,0.0,0.0,0.0,True,0.007811509317230178,-0.007811509317230178,-0.011717263975845268,0.011717263975845268,pump_apical,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.05965572279151721,0.0,0.0,True,0.11931144558303441,0.0,-0.17896716837455162,0.0,pump_basolateral,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.03553724959854714,0.0,0.0,0.0,True,-0.03553724959854714,0.03553724959854714,0.0,0.0,K_apical,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.13494891791434366,0.0,0.0,True,-0.13494891791434366,0.0,0.0,0.0,K_basolateral,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,-0.23404764496302305,0.0,-0.23404764496302305,0.23404764496302305,True,0.0,0.0,0.0,0.0,CaCC,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.11119488621178188,-0.11119488621178188,0.0,0.0,True,0.0,0.0,0.0,0.11119488621178188,paracellular_Na,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,-0.004829733498505215,0.004829733498505215,0.0,0.0,True,0.0,-0.004829733498505215,0.0,0.0,paracellular_K,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.09311329549466459,-0.09311329549466459,0.0,-0.09311329549466459,True,0.0,0.0,0.0,0.0,paracellular_Cl,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,0.0,0.0
0.0,0.004873807502080339,-0.004873807502080339,0.004873807502080339,0.0,0.0,True,0.0,0.0,0.0,0.0,paracellular_HCO3,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.004873807502080339,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_basolateral,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.007649940469197976,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_apical,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,-0.0007136367883802575,0.0007136367883802575,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,water,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,0.0,9.204876444401933e-17,8.955509944730267e-17
0.0,-0.004873807502099722,0.0,0.0,0.0,-0.140934349468352,True,0.0,-0.022896006782818272,0.0,-0.12291215018763346,lumen_outflow,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,0.0,-0.005587444290454202,0.0,0.0
0.38067579462200624,0.0,0.0,0.0,-0.19033789731100312,0.0,True,0.0,0.0,0.19033789731100312,0.0,AE4_Na_branch,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,0.38067579462200624,0.0,0.0,0.0
-0.3883060879928447,0.0,0.0,0.0,0.19415304399642236,0.0,True,-0.19415304399642236,0.0,0.0,0.0,AE4_K_branch,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,-0.3883060879928447,0.0,0.0,0.0
-0.007630293370838481,0.0,0.0,0.0,0.0038151466854192406,0.0,False,-0.19415304399642236,0.0,0.19033789731100312,0.0,AE4_total,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,-0.007630293370838481,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2662679982420845,0.0,True,0.13313399912104226,0.0,0.13313399912104226,0.0,NKCC1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0008161273589426067,0.0,0.0,0.0,-0.0008161273589426067,0.0,True,0.0,0.0,0.0,0.0,AE2,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,0.0008161273589426067,0.0,0.0,0.0
0.006814166011911818,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.006814166011911818,0.0,NHE1,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.006765708866943805,0.0,0.0,0.0,True,0.01353141773388761,-0.01353141773388761,-0.020297126600831418,0.020297126600831418,pump_apical,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
