time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,cumulative_outflow_0_t_pL
9.0,0.0021020082943849247,12.573290120392704,116.05065096802888,59.69578569860574,6.90109351371572,6.006634272898696,6.928311678064238,1.4594999056412419,301.665266777871,-0.027001379061656967,-0.08008436641467463,-0.05308298735301767,1.0,0.09263660258568074,8.938073366947858e-12,2.3,0.0158799142304691,0.39059937926876065,0.0,-0.001519468319036783,0.4600354260158386,0.14814237762047713,0.19529968963438032,1.75,5199766.753693408,0.18527320517136148,0.04915095348789494,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.01663685074830746
10.0,0.0020925606194617946,12.671515984860623,115.96878193753997,59.61370757121973,7.026939310437095,6.119502806385454,6.930151480170735,1.460339332387561,301.654733746106,-0.027004579362048642,-0.08006007620037008,-0.053055496838321434,1.0,0.09170411997215301,8.84810247228551e-12,2.3,0.015662746892587315,0.3857995718523342,0.0,-0.0014739669524764132,0.45297679316634093,0.14809986976158496,0.1928997859261671,1.75,5222301.448578948,0.18340823994430602,0.04953369745874321,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.018734135205230817
11.0,0.0020772437444388256,12.766493162983519,115.89017358317807,59.533152229549565,7.1511230012821665,6.230998359040915,6.931973091031728,1.4611775438100656,301.6454439063079,-0.027011571963519054,-0.08003658058302054,-0.05302500861950149,1.0,0.09076976913938893,8.757951321869667e-12,2.3,0.015451140672361478,0.38127990491853575,0.0,-0.001429537972694602,0.4467562213454174,0.14804732269681609,0.19063995245926788,1.75,5243677.670621091,0.18153953827877786,0.049898102093569006,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.020819037387181126
12.0,0.0020580504796633425,12.85838875445637,115.81460592153994,59.45390611214071,7.273672803236962,6.341141155487135,6.9337764671831135,1.4620112572252257,301.6372171015983,-0.027021752049078186,-0.08001378450482304,-0.05299203245574485,1.0,0.089834309679359,8.667693205183885e-12,2.3,0.015244887950564102,0.3770261012860097,0.0,-0.0013861398210498297,0.4412520100745629,0.14798624322152018,0.18851305064300486,1.75,5263936.862681183,0.179668619358718,0.05024541236714235,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.02288668449923221
13.0,0.0020364785027631423,12.947357703686661,115.74188139752522,59.37579511134754,7.3946147778027065,6.449949760391162,6.935561614607646,1.4628378336745855,301.6299055555249,-0.02703462720331668,-0.07999160859714777,-0.052956981393831086,1.0,0.08889846728751948,8.577398141195271e-12,2.3,0.015043791063538767,0.3730243779381784,0.0,-0.0013437341676829251,0.4363642695113852,0.1479178658577946,0.1865121889690892,1.75,5283121.042712343,0.17779693457503895,0.05057676508716859,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.024933948990445452
14.0,0.0020136424399072317,13.033544020235219,115.6718217304451,59.29867701166018,7.5139732359147855,6.557441416595191,6.937328581465901,1.4636551554458703,301.62338657565,-0.02704979169051108,-0.07996998619154495,-0.05292019450103387,1.0,0.08796293355813041,8.487132858605706e-12,2.3,0.014847661682262153,0.36926151512913796,0.0,-0.0013022854623324853,0.43201009771000415,0.14784321567714004,0.18463075756456898,1.75,5301272.231087264,0.17592586711626082,0.05089320047625606,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.02695900946178064
15.0,0.00199036299677105,13.117081891188253,115.60426523844716,59.22243541840966,7.63177106663606,6.663632318051683,6.939077451594953,1.4644615278264494,301.6175572508203,-0.027066907439043365,-0.07994886097217688,-0.05288195353313351,1.0,0.0870283658675243,8.396960784588955e-12,2.3,0.014656320246255525,0.3657248929444026,0.0,-0.0012617605637513251,0.4281199690225005,0.14776315459054537,0.1828624464722013,1.75,5318432.034658724,0.1740567317350486,0.0511956724410716,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.02896101218011978
16.0,0.001967234584701122,13.198096589719281,115.53906473165905,59.14697511546821,7.748029985680794,6.768537814813416,6.940808339162517,1.4652556039278817,301.612330530668,-0.027085690165394846,-0.07992818520995522,-0.05284249504456037,1.0,0.08609538758088685,8.306942064741992e-12,2.3,0.014469595453164636,0.3624025023497686,0.0,-0.001222128447787253,0.4246350799425901,0.14767841505908866,0.1812012511748843,1.75,5334641.36185358,0.1721907751617737,0.05148505731160759,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.030939810970855866
17.0,0.0019446780490775973,13.276705268596912,115.47608575752069,59.07221835761452,7.862770733665617,6.872172575344196,6.94252138404879,1.4660363246107233,301.60763224076345,-0.027105898904729274,-0.07990791836429056,-0.05280201945956129,1.0,0.08516458842634989,8.217133599179477e-12,2.3,0.014287323791173756,0.35928294126589855,0.0,-0.001183359966713504,0.42150532875165125,0.14758962541458337,0.17964147063294927,1.75,5349940.222829069,0.17032917685269977,0.05176216150476146,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.03289576728774522
18.0,0.0019229821540518528,13.35301768434789,115.41520508563619,58.99810183252467,7.976013239047384,6.974550718776653,6.944216747729775,1.4668028691935926,301.6033987358106,-0.027127327896569336,-0.07988802593575012,-0.05276069803918078,1.0,0.08423652495909952,8.127589087313387e-12,2.3,0.014109349106406738,0.35635540091815604,0.0,-0.001145427645588102,0.418687734526937,0.14749732937622842,0.17817770045907802,1.75,5364367.591644722,0.16847304991819903,0.052027728367393035,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.03482959738930995
19.0,0.0019023349574592869,13.427136787777219,115.35630949765817,58.92457429050641,8.087776742984529,7.075685915204639,6.94589460991009,1.4675546169570715,301.5995751358856,-0.027149800466322,-0.07986847857374908,-0.052718678107427086,1.0,0.08331172125273749,8.038359094559239e-12,2.3,0.013935522207106933,0.35360964562674657,0.0,-0.0011083055167002565,0.4161452392884731,0.14740200070190415,0.17680482281337329,1.75,5377961.316101761,0.16662344250547498,0.05228244404968955,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.03674225594506552
20.0,0.0018828487555643814,13.49915927181758,115.29929471573062,58.85159454838798,8.198079905197163,7.175591469876651,6.947555165486045,1.4682911146578963,301.5961138945729,-0.02717316412200039,-0.0798492513159977,-0.05267608719399731,1.0,0.08239066963950889,7.949491123757216e-12,2.3,0.013765700494692727,0.3510359895516169,0.0,-0.0010719689752434422,0.4138457392446079,0.14730405484232828,0.17551799477580846,1.75,5390758.058182449,0.16478133927901778,0.052526942801210307,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.03863484780157735
21.0,0.001864579540114003,13.569176080299096,115.24406445333172,58.779129818153116,8.306940891765333,7.274280392107808,6.949198621828964,1.4690120492445617,301.5929736311542,-0.027197286594834006,-0.07983032293943021,-0.05263303634459621,1.0,0.08147383150199738,7.861029691559136e-12,2.3,0.013599747617372645,0.34862527101673185,0.0,-0.001036394654168622,0.41176129630685104,0.1472038582923658,0.17431263550836593,1.75,5402793.261639712,0.16294766300399477,0.05276181175035387,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.040508561949416544
22.0,0.0018475415476951558,13.637272800702423,115.19052967869351,58.7071544062308,8.414377442413889,7.371765447304482,6.9508251966413175,1.469717226604317,301.5901182498429,-0.027222052841553376,-0.07981167545665437,-0.05258962261510099,1.0,0.08056163825577302,7.773016423239558e-12,2.3,0.01343753315462652,0.3463688270437369,0.0,-0.0010015603207450218,0.40986754015417154,0.14710173561716577,0.17318441352186845,1.75,5414101.1329955505,0.16112327651154604,0.05298759495569523,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.042364622493321125
23.0,0.0018317195198563037,13.70353017776578,115.1386077587169,58.63564842536933,8.520406936191241,7.468059206921498,6.952435115536092,1.4704065503299917,301.5875160703757,-0.02724736215424903,-0.0797932935809685,-0.05254593142671947,1.0,0.07965449208749079,7.685490123911461e-12,2.3,0.013278932299702282,0.3442584646637402,0.0,-0.0009674447754549249,0.4081430813913026,0.14699797621764912,0.1721292323318701,1.75,5424714.652292026,0.15930898417498157,0.05320479756496167,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.04420425302709685
