time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,nkcc1_unrestricted_demand_fmol_s,nkcc1_finite_capacity_fmol_s,nkcc1_capacity_constraint_active
9.0,0.0018514895336796317,11.569619882542613,114.77007224248743,51.12257428780261,6.798555048690311,5.903361898863617,6.920379244976552,1.322927401622811,301.5880601599543,-0.030732104372335634,-0.0802319821645954,-0.04949987779225977,1.0,0.09486774816620235,9.153346189292554e-12,2.3,0.01715930520549078,0.2365066564674329,0.0,-0.0012008642502128295,0.4084518947582055,0.13863417659941912,0.11825332823371645,1.75,3470349.1802964974,0.1897354963324047,0.04488990041800708,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45604495652944205,0.11825332823371645,1.0
10.0,0.0018373891937463528,11.639288974500875,114.70911022300811,50.98644228871601,6.943846650748414,6.0331186272160275,6.9223607053559935,1.3231316861044846,301.5786594348773,-0.030771381363005185,-0.08021499426464708,-0.0494436129016419,1.0,0.0939225539946784,9.062148815735179e-12,2.3,0.016928986366666246,0.2365066564674329,0.0,-0.0011431967991733796,0.40172446523654726,0.1385157908995485,0.11825332823371645,1.75,3470833.4940646817,0.1878451079893568,0.045206664206869605,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45594198326640556,0.11825332823371645,1.0
11.0,0.0018187264319827062,11.707102169588973,114.6505507709767,50.854103787767,7.087193088509818,6.161288509944769,6.924323805556563,1.323363216023715,301.5704772496851,-0.03081337596361828,-0.08019853101162987,-0.04938515504801159,1.0,0.0929722646093879,8.970459828785315e-12,2.3,0.016703668435908137,0.2365066564674329,0.0,-0.0010870828729812076,0.39584231223602273,0.13838958048079159,0.11825332823371645,1.75,3471183.4302639915,0.1859445292187758,0.045511938979469806,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45586759566279433,0.11825332823371645,1.0
12.0,0.001797261606153211,11.773127861723806,114.59422595577918,50.725173108381476,7.228621704175053,6.2878896056295295,6.926268382388248,1.3236168247572138,301.56332651117185,-0.030857537650890443,-0.08018251016957063,-0.04932497251868019,1.0,0.09201784556765906,8.878372390562456e-12,2.3,0.01648323585854594,0.2365066564674329,0.0,-0.0010324577829851022,0.3906776664126429,0.1382569380219227,0.11825332823371645,1.75,3471376.1214281977,0.18403569113531812,0.04580628054527136,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.455826639657554,0.11825332823371645,1.0
13.0,0.0017742957283042983,11.837428110704165,114.53998898402801,50.59932018849687,7.368158227211572,6.412938823543013,6.9281943351149105,1.3238881211160927,301.55705425628855,-0.030903426299471955,-0.08016686535257589,-0.04926343905310393,1.0,0.0910602299121025,8.785976525992768e-12,2.3,0.01626757387895117,0.2365066564674329,0.0,-0.0009792613407897436,0.3861258303761606,0.13811898918855497,0.11825332823371645,1.75,3471393.577526646,0.182120459824205,0.046090198408661145,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45582292959424364,0.11825332823371645,1.0
14.0,0.001750777379045998,11.900059650106817,114.48771070170048,50.47626102339043,7.50582712789311,6.536452218745235,6.930101617260215,1.3241733566513514,301.55153404165446,-0.03095068622403517,-0.08015154288433242,-0.04920085666029725,1.0,0.09010031654592424,8.693358966050632e-12,2.3,0.01605656867750963,0.2365066564674329,0.0,-0.0009274373134209768,0.3821001044867092,0.13797665574067894,0.11825332823371645,1.75,3471221.800594162,0.18020063309184847,0.046364162235346014,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.4558594398504459,0.11825332823371645,1.0
15.0,0.0017273872438184068,11.961074721421493,114.43727670951709,50.35574983616316,7.641651906497742,6.658445231697797,6.931990229124874,1.3244693171831845,301.54666029124496,-0.030999027082994582,-0.0801364993334371,-0.049137472250442515,1.0,0.08913896888093246,8.600603017311114e-12,2.3,0.015850107547138052,0.2365066564674329,0.0,-0.0008769329623741358,0.37852797638079605,0.13783070179001555,0.11825332823371645,1.75,3470850.0577653297,0.17827793776186493,0.046628607175404284,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45593846196322024,0.11825332823371645,1.0
16.0,0.0017046019589305851,12.020521717037516,114.38858512545985,50.237573014908236,7.7756553047290335,6.778932861755824,6.933860211547246,1.324773238739966,301.5423441720214,-0.03104821003255648,-0.08012169965218745,-0.04907348961963097,1.0,0.0881770139218546,8.507788473600007e-12,2.3,0.01564807906173361,0.2365066564674329,0.0,-0.0008276986776317688,0.3753483223275017,0.13768176726335069,0.11825332823371645,1.75,3470270.32441322,0.1763540278437092,0.04688393805752127,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.4560617248586869,0.11825332823371645,1.0
17.0,0.0016827436072884006,12.078445704929141,114.34154475784078,50.12154418260991,7.907859471679053,6.897929801809283,6.935711640420566,1.325082739217472,301.5385104342223,-0.031098037327368124,-0.08010711570135048,-0.04900907837398236,1.0,0.08721524164695081,8.414991556232106e-12,2.3,0.015450373240077545,0.2365066564674329,0.0,-0.0007796876701244907,0.37250927050766586,0.13753039292349345,0.11825332823371645,1.75,3469476.8327643955,0.17443048329390162,0.047130532848899676,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.4562304920248784,0.11825332823371645,1.0
18.0,0.0016620182077891094,12.134888867483342,114.2960735810693,50.0075001044149,8.038286097405834,7.015450545171492,6.937544621783644,1.325395761648057,301.53509494164535,-0.031148344340946436,-0.08009272505319875,-0.04894438071225232,1.0,0.08625440463378939,8.322284877904037e-12,2.3,0.015256881702747806,0.2365066564674329,0.0,-0.0007328557072293758,0.3699665322169001,0.13737703947611626,0.11825332823371645,1.75,3468465.697354387,0.17250880926757878,0.04736874557043369,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.4564456418164505,0.11825332823371645,1.0
19.0,0.001642544794046008,12.18989084676393,114.252097524599,49.895297440217306,8.166956510000526,7.131509461688085,6.939359287732971,1.3257105291295954,301.5320428023917,-0.031198993555279362,-0.08007851005200176,-0.0488795164967224,1.0,0.08529521798273099,8.229737435311596e-12,2.3,0.015067497801562977,0.2365066564674329,0.0,-0.0006871608949219888,0.3676821311760742,0.137222101890584,0.11825332823371645,1.75,3467234.621306215,0.17059043596546197,0.04759890867099184,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45670773013444554,0.11825332823371645,1.0
20.0,0.0016243782832728343,12.243489043303075,114.2095494300882,49.784809962893206,8.293891756754492,7.246120860214978,6.941155792705851,1.3260255062142565,301.529306850445,-0.03124986977373415,-0.08006445702192,-0.04881458724818585,1.0,0.08433835941451384,8.137414618565297e-12,2.3,0.014882116738248671,0.2365066564674329,0.0,-0.0006425634836707233,0.3656233730036935,0.13706592073511842,0.11825332823371645,1.75,3465782.643808044,0.16867671882902768,0.04782133509262226,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.45701704398790205,0.11825332823371645,1.0
