mechanism_id,round,scenario,time,na_l,k_l,height,na_i,k_i,cl_i,hco3_i,calcium,pka_activation,q_total,pH_i,ae4_cycle_flux,max_abs_raw_rhs,max_abs_conservation_check,solver_method,non_ae4_chassis_fingerprint
C4,1,wt,100.0,118.59268696740394,5.56043248926294,64.15967747405041,21.215864828801944,123.65299038489225,48.683270544620036,58.16324858310311,0.05,0.0,0.0005111371706745183,7.374167015075932,0.0,3.821223296021636e-06,1.3877787807814457e-17,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,wt,100.0000001,118.59282139400246,5.560442218433377,64.15967747697104,21.215864828801365,123.65298813817462,48.68326829696727,58.16324858599093,0.55,0.0,0.0005113089163143738,7.37416472859298,0.0,0.15940463191159138,2.842170943040401e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,wt,149.99999999999716,124.57845310153094,6.955453609908703,28.770224785911715,33.3218073995644,118.29007980645112,32.39619137532663,34.42311158014008,0.55,0.0,0.0013581225198820296,7.198441431376855,0.0,1.4511865330012268e-07,2.7582103268031233e-16,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,wt,199.99999999999432,124.57849349477075,6.955453947890111,28.76993661029377,33.32195035217142,118.28998037301702,32.396140329189436,34.42235681524503,0.55,0.0,0.0013581198854213375,7.19844203984743,0.0,4.7314069301337935e-08,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae2_knockout,0.0,118.7,5.6,28.7,25.0,120.0,50.0,10.0,0.05,0.0,0.0005314154767606833,6.910000000216041,0.0,0.003390423734345895,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae2_knockout,50.0,119.30620733108202,5.5723982529063,112.19776766737971,21.196286147354183,124.42072665152091,45.8910997048332,77.98305835459715,0.05,0.0,0.0004955001318216266,7.4740589785022555,0.0,0.00011163955624115748,1.0658141036401503e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae2_knockout,100.0,119.15308656368734,5.5666177110990525,161.72134553894134,20.75925596468286,124.69561269988279,46.4177020895939,83.95258750587463,0.05,0.0,0.0004969339609930126,7.500607574391787,0.0,9.020283746514167e-05,1.2434497875801753e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae2_knockout,100.0000001,119.1532428866543,5.566629022143966,161.7213456290464,20.7592559641696,124.69561166365246,46.41770105362443,83.95258751350514,0.55,0.0,0.0004971318525490206,7.500607573414591,0.0,0.15631102427090687,1.0658141036401503e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae2_knockout,149.99999999999716,124.56333162971596,6.956567197979246,132.87247920414384,29.772078628111103,121.82355908705495,31.60491350815536,101.63101658624771,0.55,0.0,0.0013605619137107227,7.55973598461542,0.0,4.428330080628309e-06,7.105427357601002e-15,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C4,1,ae2_knockout,199.99999999999432,124.5664656069117,6.956596410578959,130.81587771371412,29.781812264674425,121.81720437575633,31.600718482235493,101.34995087886324,0.55,0.0,0.001360358164028336,7.558718531557423,0.0,3.8099057203372887e-06,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
