time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_cl_source_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,co3_i_mM,ae4_hco3_cell_source_fmol_s,ae4_co3_cell_source_fmol_s,source_signature_residual_fmol_s,ae4_charge_residual_fmol_s,cell_balance_residual_fmol_s
90.0,0.0016495395446008505,16.769047981344983,110.15277443380637,56.91386927819312,10.640059415527835,8.696122284818722,6.751192831293078,1.4497324861429646,301.5427483735266,-0.027864366587681065,-0.07868812363696286,-0.05082375704928179,1.0,0.06315620412147986,6.093647330099497e-12,2.3,0.03218123682984576,0.24258999472981846,0.09082630361792067,-0.0005227644607518576,0.3844637901441404,0.14245864646921938,0.12129499736490923,1.75,5983290.259535394,0.12631240824295972,0.060952983817223194,0.0,-0.09082630361792067,0.09082630361792067,-0.09082630361792067,-0.18165260723584134,0.002457641146338043,0.0,-0.09082630361792067,0.0,0.0,2.7755575615628914e-17
95.0,0.0016460536814146998,16.90444384723736,109.91875964663171,56.80693474809981,10.70952182215477,8.721056240090574,6.74257906294683,1.447891445802321,301.54160476995463,-0.027904492395751757,-0.07863838742760541,-0.05073389503185366,1.0,0.06267098259517911,6.0468305699825966e-12,2.3,0.03305970114336298,0.24044106263351286,0.09147557601521226,-0.0005110317180880384,0.383665276426028,0.1422126303079179,0.12022053131675643,1.75,5996190.440687122,0.12534196519035823,0.06120819370613327,0.0,-0.09147557601521226,0.09147557601521226,-0.09147557601521226,-0.18295115203042453,0.002416284956901229,0.0,-0.09147557601521226,0.0,0.0,2.7755575615628914e-17
100.0,0.0016425727004317854,17.036481026580844,109.68859332869638,56.700708382471305,10.771416328256006,8.739745691633026,6.734153460909574,1.4459682788788883,301.5405099905526,-0.02794449089306108,-0.07859027898724644,-0.05064578809418536,1.0,0.06225028528966692,6.006239450738263e-12,2.3,0.0339164581933043,0.23850758053295074,0.0920015165399928,-0.0005011033871137542,0.38287471108646476,0.14197132103114074,0.11925379026647537,1.75,6007839.617082957,0.12450057057933384,0.06145128891972164,0.0,-0.0920015165399928,0.0920015165399928,-0.0920015165399928,-0.1840030330799856,0.002374937891850951,0.0,-0.0920015165399928,0.0,0.0,0.0
105.0,0.0016390933125925212,17.165617425454162,109.46211446158199,56.59495970025801,10.826550767471517,8.753021745238904,6.725937007139492,1.4439755263143517,301.53945789471146,-0.027984478364079354,-0.0785436673747912,-0.05055918901071184,1.0,0.06188588156811103,5.9710798366381795e-12,2.3,0.03474811570374934,0.23676577955594638,0.0924213994558581,-0.0004927253020037555,0.38209078146963926,0.14173412280353306,0.11838288977797319,1.75,6018368.450538108,0.12377176313622205,0.06168365212295248,0.0,-0.0924213994558581,0.0924213994558581,-0.0924213994558581,-0.1848427989117162,0.0023339686298529607,0.0,-0.0924213994558581,0.0,0.0,1.3877787807814457e-17
110.0,0.0016356140990386903,17.2922380686756,109.23918165012248,56.489504835516115,10.875635970285474,8.761612216884059,6.717945619421818,1.4419242137518329,301.53844335131464,-0.028024546734359758,-0.07849843396449602,-0.05047388723013626,1.0,0.06157054624971284,5.940654603713364e-12,2.3,0.03555206897808771,0.23519559589653585,0.09275014038831256,-0.0004856783830239648,0.38131252741721683,0.14150052096559879,0.11759779794826793,1.75,6027888.075347738,0.12314109249942568,0.061906434322281954,0.0,-0.09275014038831256,0.09275014038831256,-0.09275014038831256,-0.18550028077662511,0.002293663201980999,0.0,-0.09275014038831256,0.0,0.0,2.7755575615628914e-17
115.0,0.0016321346822617544,17.4166669126849,109.01966926548188,56.38420074252437,10.919298388180449,8.7661543727842,6.7101909591878,1.4398240616909952,301.5374620367612,-0.028064766979820736,-0.07845447150484737,-0.050389704525026634,1.0,0.06129794231169287,5.9143523222162875e-12,2.3,0.03632639701516786,0.233779936296643,0.09300062525425318,-0.00047977354939928753,0.3805392430627777,0.14127007462021354,0.1168899681483215,1.75,6036493.864735248,0.12259588462338573,0.06212059833422438,0.0,-0.09300062525425318,0.09300062525425318,-0.09300062525425318,-0.18600125050850635,0.002254239593861433,0.0,-0.09300062525425318,0.0,0.0,2.7755575615628914e-17
120.0,0.0016286552883595735,17.539176634144546,108.80346443708254,56.2789398861505,10.958090964043967,8.76720605134311,6.702681116565761,1.4376836622584397,301.53651028753666,-0.028105192126995148,-0.07841168314577658,-0.05030649101878143,1.0,0.06106251592751783,5.891637129349348e-12,2.3,0.037069766222009616,0.23250410273148664,0.09318399097951971,-0.0004748474589937078,0.379770412839949,0.1410424090891708,0.11625205136574332,1.75,6044268.412425363,0.12212503185503566,0.062326953452107314,0.0,-0.09318399097951971,0.09318399097951971,-0.09318399097951971,-0.18636798195903942,0.002215860063459075,0.0,-0.09318399097951971,0.0,0.0,1.3877787807814457e-17
125.0,0.0016251765138175197,17.659996789080147,108.59046469542739,56.17364539369044,10.992502543867113,8.765255420246984,6.695421193952527,1.435510628719306,301.53558498772213,-0.028145859888635046,-0.07836998147635778,-0.05022412158772273,1.0,0.060859402690387886,5.872039681206897e-12,2.3,0.03778134211182748,0.23135533959680077,0.09330986623263866,-0.0004707589092385686,0.37900566774857564,0.14081720855991853,0.11567766979840038,1.75,6051283.900258647,0.12171880538077577,0.06252618328341984,0.0,-0.09330986623263866,0.09330986623263866,-0.09330986623263866,-0.18661973246527733,0.0021786414893633587,0.0,-0.09330986623263866,0.0,0.0,2.7755575615628914e-17
130.0,0.0016216991982104497,17.779320607877175,108.38057612389262,56.06826667429642,11.022966002344871,8.760729507025946,6.688413801494759,1.4333117217217377,301.53468348012643,-0.02818679496515281,-0.07832928760952422,-0.050142492644371414,1.0,0.06068434459090705,5.855149142338193e-12,2.3,0.03846070966939112,0.23032247699653216,0.09338657739847898,-0.0004673857919431326,0.3782447540906762,0.1405942091618886,0.11516123849826608,1.75,6057603.975839099,0.1213686891818141,0.06271886817093242,0.0,-0.09338657739847898,0.09338657739847898,-0.09338657739847898,-0.18677315479695797,0.0021426640002749847,0.0,-0.09338657739847898,0.0,0.0,2.7755575615628914e-17
135.0,0.0016182243509463845,17.897310683275016,108.17371190527906,55.96277547360633,11.049865296723182,8.754001693015228,6.681659479542189,1.4310929566285215,301.53380349428437,-0.028228011058274587,-0.07828953032562332,-0.050061519267348725,1.0,0.060533616415892305,5.840606084312054e-12,2.3,0.03910780222663126,0.22939564847291216,0.09342132569635661,-0.00046462249626759926,0.3774875101018368,0.14037319254645675,0.11469782423645608,1.75,6063285.246152784,0.12106723283178461,0.0629055033548876,0.0,-0.09342132569635661,0.09342132569635661,-0.09342132569635661,-0.18684265139271322,0.0021079781542520815,0.0,-0.09342132569635661,0.0,0.0,2.7755575615628914e-17
140.0,0.001614753105417849,18.014103724751212,107.96979117939134,55.85716235292789,11.0735415714686,8.745398273894526,6.67515705755164,1.4288596946719814,301.5329430870654,-0.028269512626010403,-0.0782506452877866,-0.04998113266177619,1.0,0.060403960934532305,5.828096232131855e-12,2.3,0.03972283885203249,0.2285660675404285,0.09342033913500586,-0.0004623776928398833,0.37673384786520475,0.14015398004103416,0.11428303377021425,1.75,6068378.463961387,0.12080792186906461,0.06308651371460264,0.0,-0.09342033913500586,0.09342033913500586,-0.09342033913500586,-0.18684067827001172,0.0020746108744902386,0.0,-0.09342033913500586,0.0,0.0,2.7755575615628914e-17
145.0,0.0016112866870640786,18.129814551853567,107.76873814268323,55.751433555874,11.094298470457655,8.735204229529709,6.6689039601635685,1.4266167209714558,301.53210059313835,-0.028311296415669034,-0.07821257432711995,-0.049901277911450916,1.0,0.06029253166190737,5.817344941754749e-12,2.3,0.04030626967500472,0.22782584994071672,0.09338900354118629,-0.0004605724294313795,0.37598373888349806,0.1399364273592881,0.11391292497035836,1.75,6072929.473494593,0.12058506332381475,0.06326226579366508,0.0,-0.09338900354118629,0.09338900354118629,-0.09338900354118629,-0.18677800708237258,0.002042570350190231,0.0,-0.09338900354118629,0.0,0.0,2.7755575615628914e-17
150.0,0.0016078263887103984,18.244539442762346,107.5704813389528,55.645608242320264,11.112406744235594,8.723668280531786,6.662896467253816,1.42436831125217,301.53127458331676,-0.02835335279801236,-0.07817526479992683,-0.049821912001914465,1.0,0.06019684258475298,5.808112349365251e-12,2.3,0.040858728724230624,0.22716787218881412,0.09333197527601211,-0.00045913849508043926,0.37523720233786256,0.1397204198698684,0.11358393609440706,1.75,6076979.963392324,0.12039368516950597,0.06343307762237896,0.0,-0.09333197527601211,0.09333197527601211,-0.09333197527601211,-0.18666395055202423,0.002011850060084962,0.0,-0.09333197527601211,0.0,0.0,2.7755575615628914e-17
155.0,0.0016043735500470475,18.358358955828304,107.37495309837624,55.53971605309357,11.128108267649338,8.711007339046411,6.657129935590991,1.4221182893823883,301.5304638293914,-0.028395666929965164,-0.0781386690099121,-0.049743002079946946,1.0,0.06011472384709779,5.800189095689314e-12,2.3,0.041380993517301935,0.2265856583670389,0.09325327868443906,-0.00045801700568262897,0.3744942953773166,0.13950586837584386,0.11329282918351945,1.75,6080568.069057211,0.12022944769419558,0.06359922677762184,0.0,-0.09325327868443906,0.09325327868443906,-0.09325327868443906,-0.1865065573688781,0.0019824320723328213,0.0,-0.09325327868443906,0.0,0.0,2.7755575615628914e-17
160.0,0.0016009295397871521,18.47134030314143,107.18208909344246,55.4337949816274,11.141619530800524,8.69741041225658,6.6515989870290575,1.4198700769535004,301.52966727432243,-0.028438219763811053,-0.07810274369335077,-0.04966452392953971,1.0,0.060044282870083225,5.793392574627207e-12,2.3,0.041873950806118006,0.22607328942398883,0.09315639013610734,-0.0004571571825237866,0.3737551050159943,0.13929270538160582,0.11303664471199441,1.75,6083728.854390912,0.12008856574016645,0.06376095700246424,0.0,-0.09315639013610734,0.09315639013610734,-0.09315639013610734,-0.18631278027221468,0.001954289735625577,0.0,-0.09315639013610734,0.0,0.0,2.7755575615628914e-17
165.0,0.001597495739916255,18.583539357180875,106.99182798501329,55.32788951961373,11.153134688769173,8.68304203991995,6.646297668668209,1.4176267363843287,301.52888400694644,-0.02848098892321104,-0.07806744955917709,-0.04958646063596605,1.0,0.05998387010965667,5.787563629373165e-12,2.3,0.04233856771127673,0.22562532997043494,0.0930443108549036,-0.0004565152913075879,0.3730197413263748,0.1390808817946471,0.11281266498521747,1.75,6086494.699776106,0.11996774021931333,0.06391848366622253,0.0,-0.0930443108549036,0.0930443108549036,-0.0930443108549036,-0.1860886217098072,0.00192738987132196,0.0,-0.0930443108549036,0.0,0.0,2.7755575615628914e-17
170.0,0.0015940735317341859,18.6950023446587,106.80411113923147,55.22204905274685,11.162828215694969,8.66804531044871,6.641219588587131,1.4153910083608876,301.5281132404679,-0.028523949460216497,-0.0780327508807835,-0.049508801420567,1.0,0.05993204902670583,5.782563654973836e-12,2.3,0.042775867639262666,0.22523676906691847,0.09291962986618309,-0.000456053722287496,0.37228833170630937,0.1388703640315093,0.11261838453345924,1.75,6088895.614929734,0.11986409805341167,0.06407199827092502,0.0,-0.09291962986618309,0.09291962986618309,-0.09291962986618309,-0.18583925973236617,0.0019016945480870146,0.0,-0.09291962986618309,0.0,0.0,2.7755575615628914e-17
175.0,0.0015906642836170382,18.80576728361481,106.61888239840829,55.11632647847628,11.170857227009163,8.652544517309643,6.636358031012672,1.4131653446566783,301.5273542941617,-0.02856707450846025,-0.07799861513214312,-0.04943154062368287,1.0,0.05988756965002909,5.778272047542689e-12,2.3,0.04318691030951904,0.2249029718561187,0.09278457865479714,-0.00045574018863759675,0.37156101604675534,0.13866113147997883,0.11245148592805936,1.75,6090959.493786266,0.11977513930005818,0.06422167218591998,0.0,-0.09278457865479714,0.09278457865479714,-0.09278457865479714,-0.18556915730959428,0.0018771625159253117,0.0,-0.09278457865479714,0.0,0.0,1.3877787807814457e-17
180.0,0.001587269340373973,18.915865200944385,106.43608789429598,55.01077702351626,11.177363503075203,8.636647489896987,6.6317060535919445,1.410951936868629,301.5266065777919,-0.028610335843984203,-0.07796501266511056,-0.04935467682112636,1.0,0.05984934539615558,5.7745839677126645e-12,2.3,0.04357277535595163,0.22461963991121475,0.09264107849219771,-0.00045554702952436347,0.37083794266201975,0.1384531742869387,0.11230981995560738,1.75,6092712.322830446,0.11969869079231116,0.06436765974414145,0.0,-0.09264107849219771,0.09264107849219771,-0.09264107849219771,-0.18528215698439543,0.0018537503564871477,0.0,-0.09264107849219771,0.0,0.0,2.7755575615628914e-17
