attempt_id,candidate,capacity,domain_pass,fold,lower_fold,reference,root_id,seed_kind,upper_fold
legacy_07,4.623779440293267e-11,paracellular_Na,True,0.1541259813431089,0.01,3e-10,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,5.342475751452958e-13,paracellular_K,True,0.010684951502905915,0.01,5e-11,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,8.892508392356464e-11,paracellular_Cl,True,0.3557003356942585,0.01,2.5e-10,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,6.813149450163056e-12,paracellular_HCO3,True,0.13626298900326111,0.01,5e-11,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_08,15.012642650691548,AE4,True,99.99999999989994,0.01,0.1501264265070657,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,0.9662024587963421,NKCC1,True,3.019382683738569,0.01,0.32,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,5.000000000005007e-05,AE2,True,0.010000000000010015,0.01,0.005,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,7.440980590421933e-05,NHE1,True,0.010000000000010015,0.01,0.007440980590414482,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,0.0009581270332866243,pump_apical,True,0.15952831057053352,0.01,0.006006,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,0.022190379327348023,pump_basolateral,True,0.29989430666470285,0.01,0.073994,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,3.4498634842860472e-09,K_apical,True,0.8213960676871542,0.01,4.1999999999999996e-09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,2.2424407673101468e-08,K_basolateral,True,2.288204864602191,0.01,9.799999999999998e-09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,1.7444189499729452e-08,CaCC,True,0.5555474362971162,0.01,3.14e-08,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,0.0002000000000002003,CO2_basolateral,True,0.010000000000010015,0.01,0.02,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,0.00010000000000010014,CO2_apical,True,0.010000000000010015,0.01,0.01,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,4.5322978023836216e-11,paracellular_Na,True,0.1510765934127874,0.01,3e-10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,1.2837267229531328e-10,paracellular_K,True,2.5674534459062657,0.01,5e-11,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,2.6591759250728015e-10,paracellular_Cl,True,1.0636703700291206,0.01,2.5e-10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_08,1.0356216413736142e-11,paracellular_HCO3,True,0.20712432827472282,0.01,5e-11,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,inherited_root,100.0
